#Overview of data in ClinVar by gene, dated November 7, 2021
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
LOC111556137	111556137	33	32	-	-	-	1	0
LOC111556138	111556138	8	8	-	-	-	-	-
LOC111556139	111556139	15	15	-	-	-	1	0
LOC111556140	111556140	12	12	-	-	-	2	0
LOC111556141	111556141	1	1	-	-	-	-	-
LOC111556143	111556143	5	5	-	-	-	1	0
LOC111556144	111556144	21	20	-	-	-	1	0
LOC111556145	111556145	45	40	-	-	-	1	0
LOC111556148	111556148	16	16	-	-	-	-	-
LOC111556149	111556149	6	6	-	-	-	-	-
LOC111556151	111556151	78	74	-	-	-	3	0
LOC111556152	111556152	21	21	-	-	-	1	0
LOC111556153	111556153	15	15	-	-	-	-	-
LOC111556155	111556155	3	3	-	-	-	-	-
LOC111556156	111556156	64	64	-	-	-	-	-
LOC111556158	111556158	3	3	-	-	-	-	-
LOC111556159	111556159	12	11	-	-	-	3	0
LOC111556160	111556160	4	4	-	-	-	1	0
LOC111556161	111556161	16	16	-	-	-	1	0
LOC111556162	111556162	5	5	-	-	-	1	0
LOC111556163	111556163	9	9	-	-	-	-	-
LOC111562369	111562369	3	3	-	-	-	-	-
LOC111562370	111562370	27	27	-	-	-	1	0
LOC111562371	111562371	3	3	-	-	-	-	-
LOC111562373	111562373	8	7	-	-	-	1	0
LOC111562374	111562374	7	7	-	-	-	-	-
LOC111562375	111562375	1	1	-	-	-	-	-
LOC111562376	111562376	5	5	-	-	-	2	0
LOC111562378	111562378	40	36	-	-	-	22	0
LOC111562379	111562379	2	2	-	-	-	1	0
LOC111562380	111562380	16	16	-	-	-	-	-
LOC111589205	111589205	20	19	-	-	-	1	0
LOC111589206	111589206	18	18	-	-	-	2	0
LOC111589207	111589207	17	16	-	-	-	-	-
LOC111589208	111589208	5	5	-	-	-	-	-
LOC111589209	111589209	108	104	-	-	-	1	0
LOC111589210	111589210	14	13	-	-	-	5	0
LOC111589211	111589211	26	26	-	-	-	1	0
LOC111589212	111589212	11	11	-	-	-	1	0
LOC111589213	111589213	4	4	-	-	-	1	0
LOC111589214	111589214	6	6	-	-	-	2	0
LOC111589215	111589215	159	117	-	30	-	38	0
LOC111589216	111589216	68	67	-	-	-	16	0
LOC111591499	111591499	22	22	-	-	-	2	0
LOC111591500	111591500	12	12	-	-	-	-	-
LOC111591501	111591501	9	9	-	-	-	-	-
LOC111591502	111591502	19	19	-	-	-	-	-
LOC111591503	111591503	10	10	-	-	-	1	0
LOC111591504	111591504	8	8	-	-	-	1	0
LOC111591505	111591505	1	1	-	-	-	-	-
LOC111591506	111591506	6	6	-	-	-	-	-
LOC111591507	111591507	2	2	-	-	-	1	0
LOC111591508	111591508	3	3	-	-	-	-	-
LOC111591509	111591509	4	4	-	-	-	-	-
LOC111674463	111674463	79	42	-	3	-	15	0
LOC111674464	111674464	12	12	-	-	-	1	0
LOC111674465	111674465	10	10	-	-	-	1	0
LOC111674466	111674466	10	10	-	-	-	1	0
LOC111674467	111674467	13	13	-	-	-	1	0
LOC111674468	111674468	11	11	-	-	-	-	-
LOC111674470	111674470	9	9	-	-	-	-	-
LOC111674471	111674471	9	9	-	-	-	-	-
LOC111674472	111674472	680	233	-	83	-	72	0
LOC111674473	111674473	10	10	-	-	-	-	-
LOC111674474	111674474	10	10	-	-	-	-	-
LOC111674475	111674475	315	83	-	31	-	17	0
LOC111674476	111674476	10	10	-	-	-	1	0
LOC111674477	111674477	201	81	-	22	-	27	0
LOC111674478	111674478	10	10	-	-	-	1	0
LOC111674479	111674479	9	9	-	-	-	-	-
LOC111718489	111718489	7	7	-	-	-	2	0
LOC111718490	111718490	11	11	-	-	-	-	-
LOC111718491	111718491	2	2	-	-	-	-	-
LOC111718492	111718492	3	3	-	-	-	1	0
LOC111718493	111718493	23	20	-	1	-	9	0
LOC111718495	111718495	24	22	-	-	-	1	0
LOC111721701	111721701	51	47	-	-	-	29	0
LOC111721702	111721702	48	44	-	-	-	26	0
LOC111721703	111721703	4	4	-	-	-	-	-
LOC111721704	111721704	3	3	-	-	-	1	0
LOC111721705	111721705	33	31	-	5	-	9	0
LOC111721706	111721706	4	4	-	-	-	2	0
LOC111721707	111721707	5	5	-	-	-	2	0
LOC111721708	111721708	3	3	-	-	-	-	-
LOC111721709	111721709	15	15	-	-	-	-	-
LOC111721710	111721710	34	32	-	-	-	1	0
LOC111721711	111721711	29	29	-	-	-	2	0
LOC111721712	111721712	11	11	-	-	-	3	0
LOC111721713	111721713	3	3	-	-	-	-	-
LOC111721715	111721715	6	6	-	-	-	1	0
LOC111721716	111721716	3	3	-	-	-	-	-
LOC111776216	111776216	12	12	-	-	-	2	0
LOC111776217	111776217	10	10	-	-	-	4	0
LOC111776218	111776218	8	8	-	-	-	4	0
LOC111776219	111776219	4	4	-	-	-	1	0
LOC111776220	111776220	7	7	-	-	-	1	0
LOC111776221	111776221	8	8	-	-	-	1	0
LOC111811965	111811965	182	96	-	22	-	53	0
LOC111811966	111811966	4	4	-	-	-	1	0
LOC111811967	111811967	7	7	-	-	-	1	0
LOC111811968	111811968	15	15	-	-	-	1	0
LOC111811969	111811969	12	12	-	-	-	1	0
LOC111811970	111811970	8	8	-	-	-	-	-
LOC111818956	111818956	38	38	-	-	-	1	0
LOC111818958	111818958	12	12	-	-	-	-	-
LOC111818962	111818962	12	12	-	-	-	-	-
LOC111818963	111818963	21	21	-	-	-	-	-
LOC111818964	111818964	3	3	-	-	-	-	-
LOC111818965	111818965	15	15	-	-	-	1	0
LOC111818966	111818966	68	68	-	-	-	3	0
LOC111818967	111818967	63	63	-	-	-	3	0
LOC111818968	111818968	1	1	-	-	-	-	-
LOC111822946	111822946	2	2	-	-	-	-	-
LOC111822947	111822947	7	7	-	-	-	1	0
LOC111822948	111822948	3	3	-	-	-	-	-
LOC111822949	111822949	11	11	-	-	-	-	-
LOC111822950	111822950	5	5	-	-	-	-	-
LOC111822951	111822951	5	5	-	-	-	-	-
LOC111822952	111822952	3	3	-	-	-	-	-
LOC111828490	111828490	5	5	-	-	-	1	0
LOC111828491	111828491	9	9	-	-	-	1	0
LOC111828492	111828492	9	9	-	-	-	1	0
LOC111828494	111828494	3	3	-	-	-	-	-
LOC111828495	111828495	4	4	-	-	-	-	-
LOC111828496	111828496	5	5	-	-	-	1	0
LOC111828503	111828503	5	5	-	-	-	-	-
LOC111828504	111828504	43	43	-	-	-	1	0
LOC111828505	111828505	2	2	-	-	-	-	-
LOC111828506	111828506	48	44	-	-	-	26	0
LOC111828507	111828507	12	11	-	-	-	2	0
LOC111828508	111828508	38	37	-	-	-	3	0
LOC111828509	111828509	67	64	-	-	-	3	0
LOC111828510	111828510	9	9	-	-	-	1	0
LOC111828511	111828511	7	7	-	-	-	-	-
LOC111828512	111828512	10	10	-	-	-	-	-
LOC111828513	111828513	7	7	-	-	-	-	-
LOC111828514	111828514	6	6	-	-	-	2	0
LOC111828515	111828515	54	53	-	-	-	7	0
LOC111828517	111828517	20	20	-	-	-	2	0
LOC111828520	111828520	6	6	-	-	-	1	0
LOC111828522	111828522	43	43	-	-	-	1	0
LOC111828524	111828524	4	4	-	-	-	-	-
LOC111828525	111828525	3	3	-	-	-	-	-
LOC111828526	111828526	5	5	-	-	-	-	-
LOC111828527	111828527	2	2	-	-	-	-	-
LOC111828528	111828528	3	3	-	-	-	-	-
LOC111828529	111828529	27	27	-	-	-	-	-
LOC111828530	111828530	11	10	-	-	-	-	-
LOC111828531	111828531	70	66	-	-	-	-	-
LOC111832670	111832670	8	8	-	-	-	-	-
LOC111832671	111832671	8	8	-	-	-	1	0
LOC111832674	111832674	20	20	-	-	-	3	0
LOC111832675	111832675	2	2	-	-	-	-	-
LOC111875816	111875816	4	4	-	-	-	-	-
LOC111875817	111875817	4	4	-	-	-	-	-
LOC111875818	111875818	5	5	-	-	-	-	-
LOC111875819	111875819	5	5	-	-	-	-	-
LOC111875820	111875820	5	5	-	-	-	-	-
LOC111875821	111875821	5	5	-	-	-	-	-
LOC111875822	111875822	5	5	-	-	-	1	0
LOC111875823	111875823	9	9	-	-	-	1	0
LOC111875824	111875824	10	10	-	-	-	-	-
LOC111875825	111875825	10	10	-	-	-	-	-
LOC111875826	111875826	11	11	-	-	-	-	-
LOC111875827	111875827	8	8	-	-	-	-	-
LOC111875828	111875828	8	8	-	-	-	-	-
LOC111875829	111875829	8	8	-	-	-	1	0
LOC111875830	111875830	9	9	-	-	-	1	0
LOC111875831	111875831	10	10	-	-	-	-	-
LOC111875832	111875832	16	16	-	-	-	-	-
LOC111875833	111875833	21	21	-	-	-	-	-
LOC111875834	111875834	23	23	-	-	-	-	-
LOC111875835	111875835	39	39	-	-	-	1	0
LOC111946221	111946221	44	44	-	-	-	6	0
LOC111946222	111946222	7	7	-	-	-	-	-
LOC111946223	111946223	8	8	-	-	-	-	-
LOC111946224	111946224	8	8	-	-	-	-	-
LOC111946225	111946225	8	8	-	-	-	-	-
LOC111946226	111946226	7	7	-	-	-	2	0
LOC111946227	111946227	8	8	-	-	-	2	0
LOC111946228	111946228	5	5	-	-	-	1	0
LOC111946229	111946229	5	5	-	-	-	1	0
LOC111946230	111946230	5	5	-	-	-	1	0
LOC111946231	111946231	4	4	-	-	-	-	-
LOC111946232	111946232	4	4	-	-	-	1	0
LOC111946234	111946234	17	17	-	-	-	1	0
LOC111946236	111946236	19	19	-	-	-	2	0
LOC111946237	111946237	6	6	-	-	-	1	0
LOC111946238	111946238	5	5	-	-	-	-	-
LOC111946239	111946239	5	5	-	-	-	-	-
LOC111946240	111946240	20	20	-	-	-	5	0
LOC111946241	111946241	18	18	-	-	-	2	0
LOC111946242	111946242	18	18	-	-	-	2	0
LOC111946243	111946243	20	20	-	-	-	5	0
LOC111946244	111946244	18	18	-	-	-	3	0
LOC111946245	111946245	14	14	-	-	-	1	0
LOC111946246	111946246	14	14	-	-	-	1	0
LOC111946247	111946247	5	5	-	-	-	1	0
LOC111946248	111946248	5	5	-	-	-	-	-
LOC111946249	111946249	6	6	-	-	-	1	0
LOC111946250	111946250	6	6	-	-	-	-	-
LOC111946251	111946251	13	13	-	-	-	1	0
LOC111946252	111946252	13	13	-	-	-	-	-
LOC111949323	111949323	7	7	-	-	-	1	0
LOC111982863	111982863	6	6	-	-	-	-	-
LOC111982864	111982864	6	6	-	-	-	-	-
LOC111982865	111982865	6	6	-	-	-	-	-
LOC111982866	111982866	7	7	-	-	-	1	0
LOC111982867	111982867	7	7	-	-	-	1	0
LOC111982868	111982868	7	7	-	-	-	1	0
LOC111982869	111982869	66	45	-	12	-	9	0
LOC111982870	111982870	6	6	-	-	-	-	-
LOC111982871	111982871	4	4	-	-	-	-	-
LOC111982872	111982872	3	3	-	-	-	1	0
LOC111982873	111982873	2	2	-	-	-	-	-
LOC111982875	111982875	2	2	-	-	-	-	-
LOC111982876	111982876	25	22	-	-	-	6	0
LOC111982877	111982877	16	16	-	-	-	-	-
LOC111982878	111982878	14	14	-	-	-	-	-
LOC111982881	111982881	10	10	-	-	-	3	0
LOC111982882	111982882	7	7	-	-	-	4	0
LOC111982883	111982883	8	8	-	-	-	4	0
LOC111982884	111982884	7	7	-	-	-	3	0
LOC111982885	111982885	3	3	-	-	-	-	-
LOC111982886	111982886	2	2	-	-	-	-	-
LOC111982887	111982887	2	2	-	-	-	-	-
LOC111982888	111982888	2	2	-	-	-	-	-
LOC111982889	111982889	6	6	-	-	-	1	0
LOC111982890	111982890	3	3	-	-	-	-	-
LOC111982891	111982891	2	2	-	-	-	1	0
LOC111982892	111982892	3	3	-	-	-	-	-
LOC111982893	111982893	3	3	-	-	-	-	-
LOC111982894	111982894	5	5	-	-	-	2	0
LOC112042777	112042777	9	9	-	-	-	-	-
LOC112042778	112042778	9	9	-	-	-	-	-
LOC112042779	112042779	12	12	-	-	-	-	-
LOC112042780	112042780	15	15	-	-	-	-	-
LOC112042781	112042781	4	4	-	-	-	1	0
LOC112042782	112042782	4	4	-	-	-	1	0
LOC112042783	112042783	16	16	-	-	-	-	-
LOC112042784	112042784	20	20	-	-	-	-	-
LOC112042785	112042785	28	28	-	3	-	-	-
LOC112042786	112042786	24	24	-	-	-	1	0
LOC112061819	112061819	30	30	-	-	-	2	0
LOC112061820	112061820	31	31	-	-	-	-	-
LOC112061821	112061821	34	34	-	-	-	1	0
LOC112061822	112061822	35	35	-	-	-	-	-
LOC112061823	112061823	36	36	-	-	-	-	-
LOC112067710	112067710	43	43	-	-	-	2	0
LOC112067711	112067711	44	44	-	-	-	2	0
LOC112067712	112067712	3	3	-	-	-	-	-
LOC112067713	112067713	2	2	-	-	-	-	-
LOC112067714	112067714	2	2	-	-	-	-	-
LOC112067715	112067715	4	4	-	-	-	1	0
LOC112067716	112067716	4	4	-	-	-	1	0
LOC112067717	112067717	6	6	-	-	-	-	-
LOC112067718	112067718	6	6	-	-	-	-	-
LOC112067719	112067719	10	10	-	-	-	1	0
LOC112067720	112067720	6	6	-	-	-	1	0
LOC112081391	112081391	9	8	-	-	-	1	0
LOC112081392	112081392	4	4	-	-	-	1	0
LOC112081393	112081393	4	4	-	-	-	1	0
LOC112081394	112081394	8	8	-	-	-	1	0
LOC112081395	112081395	7	7	-	-	-	1	0
LOC112081396	112081396	6	6	-	-	-	-	-
LOC112081397	112081397	6	6	-	-	-	-	-
LOC112081398	112081398	5	5	-	-	-	1	0
LOC112081399	112081399	7	7	-	-	-	2	0
LOC112081400	112081400	4	4	-	-	-	-	-
LOC112081401	112081401	1	1	-	-	-	-	-
LOC112081403	112081403	1	1	-	-	-	-	-
LOC112081404	112081404	5	5	-	-	-	-	-
LOC112081405	112081405	5	5	-	-	-	-	-
LOC112081407	112081407	1	1	-	-	-	-	-
LOC112081410	112081410	1	1	-	-	-	1	0
LOC112081411	112081411	3	3	-	-	-	1	0
LOC112081412	112081412	2	2	-	-	-	-	-
LOC112081413	112081413	9	5	-	-	-	2	0
LOC112081415	112081415	3	3	-	-	-	-	-
LOC112081416	112081416	3	3	-	-	-	-	-
LOC112136078	112136078	3	3	-	-	-	-	-
LOC112136080	112136080	4	4	-	-	-	-	-
LOC112136081	112136081	4	4	-	-	-	-	-
LOC112136082	112136082	3	3	-	-	-	1	0
LOC112136083	112136083	2	2	-	-	-	-	-
LOC112136088	112136088	3	3	-	-	-	-	-
LOC112136089	112136089	3	3	-	-	-	-	-
LOC112136090	112136090	3	3	-	-	-	-	-
LOC112136091	112136091	2	2	-	-	-	-	-
LOC112136092	112136092	4	4	-	-	-	1	0
LOC112136093	112136093	3	3	-	-	-	-	-
LOC112136094	112136094	4	4	-	-	-	1	0
LOC112136095	112136095	11	11	-	-	-	-	-
LOC112136096	112136096	4	4	-	-	-	-	-
LOC112136097	112136097	5	5	-	-	-	1	0
LOC112136100	112136100	25	25	-	-	-	2	0
LOC112136101	112136101	5	5	-	-	-	1	0
LOC112136102	112136102	6	6	-	-	-	2	0
LOC112136103	112136103	6	6	-	-	-	2	0
LOC112136104	112136104	6	6	-	-	-	2	0
LOC112136105	112136105	4	4	-	-	-	1	0
LOC112136106	112136106	11	11	-	-	-	-	-
LOC112136107	112136107	2	2	-	-	-	-	-
LOC112136108	112136108	2	2	-	-	-	-	-
LOC112136111	112136111	2	2	-	-	-	-	-
LOC112136112	112136112	2	2	-	-	-	-	-
LOC112163525	112163525	2	2	-	-	-	-	-
LOC112163526	112163526	3	3	-	-	-	-	-
LOC112163527	112163527	3	3	-	-	-	-	-
LOC112163528	112163528	6	6	-	-	-	1	0
LOC112163529	112163529	7	7	-	-	-	1	0
LOC112163530	112163530	9	9	-	-	-	1	0
LOC112163531	112163531	12	12	-	-	-	2	0
LOC112163532	112163532	19	19	-	-	-	2	0
LOC112163533	112163533	8	8	-	-	-	1	0
LOC112163534	112163534	9	9	-	-	-	-	-
LOC112163535	112163535	11	11	-	-	-	1	0
LOC112163537	112163537	10	10	-	-	-	-	-
LOC112163538	112163538	10	10	-	-	-	-	-
LOC112163539	112163539	10	10	-	-	-	-	-
LOC112163540	112163540	10	10	-	-	-	-	-
LOC112163541	112163541	13	13	-	-	-	3	0
LOC112163542	112163542	12	12	-	-	-	3	0
LOC112163543	112163543	15	15	-	-	-	-	-
LOC112163544	112163544	15	15	-	-	-	-	-
LOC112163545	112163545	15	15	-	-	-	-	-
LOC112163546	112163546	8	8	-	-	-	-	-
LOC112163547	112163547	9	9	-	-	-	-	-
LOC112163548	112163548	11	11	-	-	-	-	-
LOC112163549	112163549	12	12	-	-	-	-	-
LOC112163550	112163550	8	8	-	-	-	-	-
LOC112163551	112163551	8	8	-	-	-	-	-
LOC112163552	112163552	18	18	-	-	-	-	-
LOC112163594	112163594	2	2	-	-	-	-	-
LOC112163595	112163595	1	1	-	-	-	-	-
LOC112163596	112163596	1	1	-	-	-	-	-
LOC112163597	112163597	23	23	-	-	-	1	0
LOC112163598	112163598	2	2	-	-	-	1	0
LOC112163600	112163600	2	2	-	-	-	1	0
LOC112163601	112163601	4	4	-	-	-	1	0
LOC112163602	112163602	3	3	-	-	-	-	-
LOC112163604	112163604	23	23	-	-	-	1	0
LOC112163605	112163605	3	3	-	-	-	-	-
LOC112163606	112163606	3	3	-	-	-	-	-
LOC112163607	112163607	4	4	-	-	-	-	-
LOC112163608	112163608	4	4	-	-	-	-	-
LOC112163609	112163609	5	5	-	-	-	-	-
LOC112163612	112163612	3	3	-	-	-	-	-
LOC112163613	112163613	1	1	-	-	-	-	-
LOC112163615	112163615	3	3	-	-	-	-	-
LOC112163617	112163617	3	3	-	-	-	-	-
LOC112163618	112163618	3	3	-	-	-	-	-
LOC112163619	112163619	3	3	-	-	-	-	-
LOC112163620	112163620	16	16	-	-	-	1	0
LOC112163621	112163621	16	16	-	-	-	1	0
LOC112163622	112163622	16	16	-	-	-	1	0
LOC112163623	112163623	15	15	-	-	-	1	0
LOC112163625	112163625	15	15	-	-	-	1	0
LOC112163626	112163626	14	14	-	-	-	-	-
LOC112163628	112163628	5	5	-	-	-	1	0
LOC112163629	112163629	4	4	-	-	-	1	0
LOC112163630	112163630	13	13	-	-	-	-	-
LOC112163631	112163631	4	4	-	-	-	-	-
LOC112163632	112163632	6	6	-	-	-	-	-
LOC112163633	112163633	7	7	-	-	-	1	0
LOC112163634	112163634	4	4	-	-	-	-	-
LOC112163635	112163635	5	5	-	-	-	2	0
LOC112163636	112163636	4	4	-	-	-	-	-
LOC112163637	112163637	32	32	-	-	-	-	-
LOC112163638	112163638	34	34	-	-	-	1	0
LOC112163639	112163639	32	32	-	-	-	-	-
LOC112163640	112163640	48	48	-	-	-	2	0
LOC112163643	112163643	47	47	-	-	-	2	0
LOC112163644	112163644	45	45	-	-	-	1	0
LOC112163645	112163645	51	51	-	-	-	1	0
LOC112163646	112163646	50	50	-	-	-	1	0
LOC112163647	112163647	26	26	-	-	-	5	0
LOC112163648	112163648	20	20	-	-	-	1	0
LOC112163649	112163649	32	31	-	-	-	11	0
LOC112163650	112163650	16	16	-	-	-	-	-
LOC112163651	112163651	16	16	-	-	-	-	-
LOC112163652	112163652	25	25	-	-	-	-	-
LOC112163653	112163653	35	35	-	-	-	2	0
LOC112163654	112163654	26	26	-	-	-	1	0
LOC112163655	112163655	27	27	-	-	-	1	0
LOC112163656	112163656	27	27	-	-	-	1	0
LOC112163657	112163657	30	30	-	-	-	-	-
LOC112163658	112163658	30	30	-	-	-	-	-
LOC112163662	112163662	33	33	-	-	-	-	-
LOC112163663	112163663	31	31	-	-	-	1	0
LOC112163664	112163664	31	31	-	-	-	1	0
LOC112163665	112163665	33	33	-	-	-	1	0
LOC112163666	112163666	31	31	-	-	-	1	0
LOC112163667	112163667	31	31	-	-	-	1	0
LOC112163668	112163668	30	30	-	-	-	-	-
LOC112163669	112163669	29	29	-	-	-	-	-
LOC112163670	112163670	29	29	-	-	-	-	-
LOC112163671	112163671	32	32	-	-	-	-	-
LOC112163672	112163672	36	36	-	-	-	1	0
LOC112163674	112163674	36	36	-	-	-	2	0
LOC112163675	112163675	29	29	-	-	-	-	-
LOC112163676	112163676	29	29	-	-	-	-	-
LOC112163679	112163679	13	13	-	-	-	-	-
LOC112163680	112163680	17	17	-	-	-	1	0
LOC112163681	112163681	20	20	-	-	-	2	0
LOC112163682	112163682	22	22	-	-	-	1	0
LOC112163683	112163683	18	18	-	-	-	-	-
LOC112163684	112163684	25	25	-	-	-	1	0
LOC112163685	112163685	29	29	-	-	-	3	0
LOC112214170	112214170	11	11	-	-	-	-	-
LOC112214171	112214171	14	14	-	-	-	1	0
LOC112214174	112214174	9	9	-	-	-	1	0
LOC112214175	112214175	8	8	-	-	-	-	-
LOC112214176	112214176	8	8	-	-	-	-	-
LOC112267849	112267849	9	9	-	-	-	1	0
LOC112267850	112267850	9	9	-	-	-	-	-
LOC112267851	112267851	9	9	-	-	-	-	-
LOC112267852	112267852	10	10	-	-	-	1	0
LOC112267853	112267853	8	8	-	-	-	-	-
LOC112267854	112267854	12	12	-	-	-	1	0
LOC112267859	112267859	22	21	-	-	-	-	-
LOC112267871	112267871	12	12	-	-	-	-	-
LOC112267897	112267897	32	32	-	-	-	1	0
LOC112267934	112267934	4	4	-	-	-	-	-
LOC112267991	112267991	23	23	-	-	-	5	0
LOC112268002	112268002	7	7	-	-	-	-	-
LOC112268068	112268068	5	5	-	-	-	1	0
LOC112268114	112268114	30	30	-	-	-	-	-
LOC112268136	112268136	15	15	-	-	-	-	-
LOC112268140	112268140	8	8	-	-	-	2	0
LOC112268173	112268173	9	9	-	-	-	1	0
LOC112268198	112268198	3	3	-	-	-	1	0
LOC112268219	112268219	70	68	-	-	-	4	0
LOC112268269	112268269	16	16	-	-	-	2	0
LOC112268270	112268270	11	11	-	-	-	2	0
LOC112268271	112268271	5	5	-	-	-	-	-
LOC112268293	112268293	6	5	-	-	-	-	-
LOC112268478	112268478	12	12	-	-	-	1	0
LOC112268479	112268479	14	14	-	-	-	1	0
LOC112268480	112268480	5	5	-	-	-	1	0
LOC112268481	112268481	5	5	-	-	-	-	-
LOC112268482	112268482	5	5	-	-	-	-	-
LOC112268483	112268483	5	5	-	-	-	-	-
LOC112268484	112268484	5	5	-	-	-	-	-
LOC112268485	112268485	4	4	-	-	-	-	-
LOC112268486	112268486	6	6	-	-	-	-	-
LOC112272545	112272545	6	6	-	-	-	-	-
LOC112272546	112272546	7	7	-	-	-	-	-
LOC112272548	112272548	8	8	-	-	-	1	0
LOC112272549	112272549	2	2	-	-	-	-	-
LOC112272550	112272550	2	2	-	-	-	-	-
LOC112272551	112272551	4	4	-	-	-	-	-
LOC112272552	112272552	3	3	-	-	-	-	-
LOC112272553	112272553	3	3	-	-	-	-	-
LOC112272554	112272554	3	3	-	-	-	-	-
LOC112272555	112272555	3	3	-	-	-	-	-
LOC112272556	112272556	4	4	-	-	-	1	0
LOC112272557	112272557	9	9	-	-	-	2	0
LOC112272558	112272558	8	8	-	-	-	1	0
LOC112272559	112272559	7	7	-	-	-	-	-
LOC112272560	112272560	9	9	-	-	-	1	0
LOC112272561	112272561	7	7	-	-	-	1	0
LOC112272566	112272566	15	14	-	-	-	-	-
LOC112272567	112272567	7	7	-	-	-	-	-
LOC112272568	112272568	8	8	-	-	-	1	0
LOC112272569	112272569	8	8	-	-	-	1	0
LOC112272570	112272570	9	9	-	-	-	-	-
LOC112272571	112272571	15	12	-	-	-	1	0
LOC112272572	112272572	10	10	-	-	-	-	-
LOC112272573	112272573	12	12	-	-	-	-	-
LOC112272574	112272574	38	38	-	-	-	5	0
LOC112272575	112272575	108	103	-	-	-	27	0
LOC112272576	112272576	92	87	-	-	-	23	0
LOC112272578	112272578	163	156	-	-	-	4	0
LOC112272579	112272579	168	161	-	-	-	3	0
LOC112272580	112272580	156	149	-	-	-	-	-
LOC112272581	112272581	55	53	-	-	-	14	0
LOC112272582	112272582	96	92	-	-	-	21	0
LOC112272583	112272583	10	10	-	-	-	-	-
LOC112272584	112272584	3	3	-	-	-	1	0
LOC112272585	112272585	1	1	-	-	-	-	-
LOC112272587	112272587	2	2	-	-	-	1	0
LOC112272590	112272590	2	2	-	-	-	2	0
LOC112272591	112272591	2	2	-	-	-	1	0
LOC112272592	112272592	4	4	-	-	-	2	0
LOC112272593	112272593	3	3	-	-	-	-	-
LOC112272594	112272594	3	3	-	-	-	-	-
LOC112272596	112272596	3	3	-	-	-	-	-
LOC112272597	112272597	4	4	-	-	-	1	0
LOC112272598	112272598	4	4	-	-	-	1	0
LOC112272599	112272599	4	4	-	-	-	1	0
LOC112272600	112272600	8	7	-	1	-	1	0
LOC112272602	112272602	3	3	-	-	-	-	-
LOC112272603	112272603	2	2	-	-	-	-	-
LOC112272604	112272604	1	1	-	-	-	-	-
LOC112272605	112272605	2	2	-	-	-	-	-
LOC112272606	112272606	3	3	-	-	-	-	-
LOC112272607	112272607	3	3	-	-	-	-	-
LOC112272608	112272608	2	2	-	-	-	-	-
LOC112272609	112272609	2	2	-	-	-	-	-
LOC112272610	112272610	2	2	-	-	-	-	-
LOC112272613	112272613	5	5	-	-	-	1	0
LOC112272614	112272614	10	10	-	-	-	-	-
LOC112272615	112272615	10	10	-	-	-	-	-
LOC112272616	112272616	10	10	-	-	-	-	-
LOC112272617	112272617	7	7	-	-	-	-	-
LOC112272618	112272618	5	5	-	-	-	-	-
LOC112272619	112272619	5	5	-	-	-	-	-
LOC112272620	112272620	7	7	-	-	-	-	-
LOC112272621	112272621	4	4	-	-	-	1	0
LOC112272622	112272622	12	12	-	-	-	2	0
LOC112272623	112272623	9	9	-	-	-	-	-
LOC112296173	112296173	12	12	-	-	-	-	-
LOC112296174	112296174	11	11	-	-	-	-	-
LOC112296175	112296175	11	11	-	-	-	-	-
LOC112296176	112296176	12	12	-	-	-	-	-
LOC112296177	112296177	16	16	-	-	-	1	0
LOC112296178	112296178	29	29	-	-	-	1	0
LOC112296179	112296179	6	6	-	-	-	1	0
LOC112296180	112296180	5	5	-	-	-	-	-
LOC112296181	112296181	5	5	-	-	-	-	-
LOC112296182	112296182	5	5	-	-	-	1	0
LOC112296183	112296183	5	5	-	-	-	1	0
LOC112296184	112296184	6	6	-	-	-	-	-
LOC112296185	112296185	7	7	-	-	-	1	0
LOC112296186	112296186	7	7	-	-	-	1	0
LOC112296187	112296187	7	7	-	-	-	1	0
LOC112296188	112296188	7	7	-	-	-	-	-
LOC112296189	112296189	5	5	-	-	-	-	-
LOC112340377	112340377	80	79	-	-	-	46	0
LOC112340378	112340378	87	86	-	-	-	48	0
LOC112340379	112340379	141	139	-	-	-	83	0
LOC112340380	112340380	141	139	-	-	-	83	0
LOC112340381	112340381	141	139	-	-	-	83	0
LOC112340382	112340382	142	140	-	-	-	83	0
LOC112340383	112340383	103	102	-	-	-	65	0
LOC112340385	112340385	19	19	-	-	-	14	0
LOC112340386	112340386	9	9	-	-	-	1	0
LOC112340387	112340387	9	9	-	-	-	1	0
LOC112340388	112340388	11	11	-	-	-	3	0
LOC112340389	112340389	3	3	-	-	-	1	0
LOC112340390	112340390	9	9	-	-	-	1	0
LOC112340391	112340391	9	9	-	-	-	-	-
LOC112340392	112340392	33	33	-	-	-	9	0
LOC112340393	112340393	57	55	-	-	-	16	0
LOC112352679	112352679	102	97	-	-	-	1	0
LOC112352680	112352680	132	123	-	-	-	1	0
LOC112352681	112352681	6	6	-	-	-	-	-
LOC112441444	112441444	12	11	-	3	-	2	0
LOC112441445	112441445	6	6	-	-	-	1	0
LOC112441446	112441446	4	4	-	-	-	-	-
LOC112441447	112441447	2	2	-	-	-	-	-
LOC112441448	112441448	9	9	-	-	-	1	0
LOC112441449	112441449	17	17	-	-	-	1	0
LOC112441450	112441450	10	10	-	-	-	2	0
